campaign_id,date,channel,region,product,impressions,clicks,spend,revenue
435,2023-04-03,Billboard,North,Product_A,34540,3461,2935,9935
436,2023-02-21,Social Media,South,Product_A,39085,2361,3938,7773
437,2023-02-16,Social Media,South,Product_B,44078,2647,3276,12278
438,2023-04-06,Email,East,Product_B,15920,1052,765,1553
439,2024-05-04,TV,South,Product_A,18368,1973,974,2988
440,2024-03-02,Billboard,West,Product_D,24758,2366,2922,10774
441,2023-05-14,TV,West,Product_A,54907,3936,1973,4379
442,2024-11-25,Billboard,Central,Product_B,88797,11742,10836,37374
443,2024-03-19,Partners,South,Product_D,46318,4767,5949,13315
444,2024-09-19,Social Media,North,Product_B,67265,8666,17187,47032
445,2024-05-18,Email,South,Product_C,37458,638,180,527
446,2023-08-29,Social Media,West,Product_D,76108,5535,11024,22255
447,2024-05-24,Partners,North,Product_A,53879,3649,4123,4667
448,2024-09-10,Billboard,East,Product_B,86799,9027,13002,22939
449,2023-08-17,TV,East,Product_D,94933,9683,14964,30867
450,2023-08-16,Social Media,East,Product_C,84055,12189,11891,37398
451,2023-02-16,Google Ads,West,Product_B,94959,10820,17118,29889
452,2023-05-04,TV,South,Product_D,25979,2866,1640,5224
453,2024-11-19,Billboard,North,Product_D,60950,6228,9014,16543
454,2024-06-27,Partners,North,Product_D,77692,6029,6400,19624
455,2024-08-15,Google Ads,South,Product_A,51778,5284,10857,30746
456,2024-03-04,Billboard,South,Product_C,53149,7701,11278,23154
457,2024-02-27,Billboard,Central,Product_C,92946,8057,5452,18806
458,2023-08-11,Google Ads,South,Product_C,90995,5308,11750,50634
459,2023-07-02,Billboard,Central,Product_C,94107,2461,1778,5005
460,2024-11-14,Partners,West,Product_C,56363,6941,7508,9238
461,2024-11-17,Social Media,South,Product_C,99328,11916,26457,66878
462,2023-03-05,Partners,East,Product_B,99775,8557,7291,20522
463,2024-11-22,Partners,Central,Product_B,98309,9889,8845,28940
464,2024-12-13,Email,North,Product_D,51797,3538,2203,9056
465,2023-02-25,Social Media,East,Product_B,82338,10838,21663,47187
466,2024-10-10,Partners,East,Product_B,96015,13922,10606,22872
467,2023-07-11,Google Ads,Central,Product_A,50440,791,1004,1727
468,2023-09-19,Social Media,East,Product_D,94020,13280,6930,28022
469,2024-10-02,Billboard,East,Product_D,76061,6619,2564,8509
470,2023-07-08,Billboard,North,Product_B,55516,4776,3744,10930
471,2024-11-10,Email,East,Product_C,39479,1602,963,3532
472,2024-10-26,Social Media,North,Product_C,59414,2593,4164,13378
473,2023-02-10,Partners,East,Product_D,15860,1015,1122,3087
474,2024-01-19,Billboard,Central,Product_D,64806,1045,1439,2874
475,2023-04-09,Google Ads,Central,Product_A,83173,1594,3520,14734
476,2024-03-10,Social Media,South,Product_D,85746,10662,6182,14196
477,2023-12-06,Social Media,North,Product_A,8113,283,255,509
478,2023-09-22,TV,West,Product_D,83603,5569,5046,9623
479,2023-01-07,Partners,Central,Product_A,98773,9085,12094,25558
480,2023-04-19,Email,East,Product_A,37899,4439,1831,4994
481,2024-04-30,Google Ads,Central,Product_B,18875,2162,5431,17259
482,2024-10-11,Google Ads,East,Product_C,2461,215,415,527
483,2024-09-02,TV,Central,Product_A,40936,1613,2558,7012
484,2024-10-23,Billboard,South,Product_B,25116,1027,1336,2145
485,2024-08-03,Social Media,Central,Product_D,85498,7434,7234,9159
486,2024-08-17,TV,East,Product_C,17805,1851,1434,2354
487,2023-07-18,Email,West,Product_D,44036,4240,1413,4347
488,2024-01-09,Email,West,Product_B,1633,87,54,192
489,2023-10-11,Email,South,Product_C,63908,4780,1745,4072
490,2023-06-29,Partners,Central,Product_A,37780,4919,2685,6557
491,2024-10-03,Social Media,North,Product_A,67476,6641,12702,43482
492,2023-08-06,Social Media,Central,Product_C,72233,9762,13875,34325
493,2024-02-06,Google Ads,Central,Product_C,18548,1392,2540,6337
494,2024-11-09,Google Ads,Central,Product_B,68388,2027,1990,6031
495,2023-05-30,Partners,West,Product_C,6297,255,263,401
496,2023-02-13,Partners,South,Product_C,51868,3929,3875,8068
497,2023-11-28,Social Media,Central,Product_C,98243,4604,6582,13907
498,2024-01-10,Billboard,North,Product_C,50326,7356,4174,12493
499,2023-12-20,TV,West,Product_A,66776,8913,9838,20591
500,2023-10-15,Google Ads,South,Product_B,21625,1312,3045,4583
501,2023-12-05,Partners,North,Product_D,89503,6894,4446,10153
502,2023-01-23,Google Ads,North,Product_B,76168,7078,6535,22440
503,2023-05-31,Social Media,South,Product_C,24597,2025,2389,10146
504,2024-11-08,Email,North,Product_B,59877,5683,2459,5529
505,2024-02-25,Billboard,South,Product_B,82685,8462,5224,15661
506,2024-04-09,Billboard,Central,Product_A,31122,1959,898,1403
507,2024-05-31,Partners,West,Product_B,80365,1887,1917,4211
508,2024-06-28,Billboard,North,Product_A,64208,6569,9080,18121
509,2024-11-25,Partners,West,Product_D,49546,6563,8707,28289
510,2024-05-08,TV,East,Product_A,56769,1631,1897,4798
511,2023-10-18,Billboard,Central,Product_D,34791,1268,1459,5305
512,2023-05-01,Billboard,North,Product_D,86792,3363,4254,8196
513,2024-03-12,Partners,Central,Product_C,35249,4571,4310,9003
514,2024-11-27,TV,South,Product_D,73365,8784,10294,25791
515,2023-09-17,Email,Central,Product_C,93470,6144,1430,4037
516,2023-08-24,TV,South,Product_A,29109,2362,3915,14648
517,2024-12-01,Partners,North,Product_B,52000,7542,2695,3665
518,2024-09-06,TV,North,Product_A,35483,1456,768,1139
519,2024-02-15,Billboard,Central,Product_C,94271,13659,5039,13932
520,2024-05-21,TV,North,Product_B,87099,12220,15018,34922
521,2024-06-06,Billboard,South,Product_B,89345,1344,789,940
522,2023-10-10,TV,East,Product_D,54143,4983,6121,15163
523,2023-04-03,Billboard,East,Product_C,46544,6742,4259,10490
524,2024-02-18,Billboard,North,Product_C,23942,1604,686,1010
525,2023-04-30,Billboard,East,Product_C,91989,6622,4983,11419
526,2023-12-14,TV,West,Product_A,64172,1686,856,3422
527,2024-11-24,Partners,South,Product_C,55057,7915,8493,15526
528,2023-09-12,Email,North,Product_D,89302,10254,3642,8484
529,2023-11-18,Email,South,Product_C,24957,3558,1991,7511
530,2023-07-24,Google Ads,South,Product_C,28102,1182,3077,10094
531,2023-04-20,Social Media,North,Product_D,81455,890,1773,8347
532,2024-01-16,Billboard,East,Product_D,76303,10043,8927,44185
533,2023-10-14,TV,South,Product_B,8097,676,728,2016
534,2023-12-22,TV,South,Product_D,16776,1807,2052,4676
535,2023-08-04,TV,Central,Product_A,43655,2646,4707,7944
536,2023-10-03,TV,Central,Product_C,48962,1750,1887,5535
537,2024-01-09,TV,East,Product_D,24578,2211,4348,16614
538,2023-10-04,Google Ads,Central,Product_D,50923,1907,4805,15818
539,2023-01-10,Google Ads,West,Product_D,18625,2782,7340,23209
540,2024-05-13,Email,East,Product_A,53219,1269,314,545
541,2024-10-06,Social Media,West,Product_C,35048,2121,3093,10123
542,2023-01-21,TV,North,Product_C,90074,13045,9370,30010
543,2023-06-28,Email,East,Product_C,89236,7269,4469,8738
544,2024-09-20,Email,West,Product_B,22964,2289,1618,4411
545,2024-02-19,Social Media,North,Product_B,46039,1931,1970,3777
546,2024-10-22,TV,East,Product_D,48600,5574,6875,14448
547,2023-01-24,Google Ads,South,Product_C,98501,10647,8434,12318
548,2023-03-07,TV,Central,Product_A,4455,525,650,1977
549,2024-09-24,Google Ads,North,Product_D,41549,1749,4145,8386
550,2024-06-23,Google Ads,North,Product_A,87972,5274,14749,52927
551,2024-07-07,Email,Central,Product_D,18709,2726,1549,3185
552,2024-10-08,Partners,Central,Product_D,69610,6931,7605,28372
553,2023-08-21,Social Media,West,Product_C,48943,3313,2419,3743
554,2023-05-20,Email,East,Product_D,71136,794,558,2128
555,2023-01-10,TV,East,Product_B,1946,168,117,417
556,2023-09-13,Google Ads,West,Product_D,29913,1400,2258,5491
557,2024-09-19,Partners,East,Product_C,85994,9804,14532,44603
558,2023-07-06,Google Ads,East,Product_A,84478,6230,10507,33996
559,2023-11-25,Social Media,South,Product_A,71119,931,2048,3500
560,2024-03-24,Partners,North,Product_B,12822,398,414,864
561,2024-05-25,Email,West,Product_A,44286,940,564,904
562,2024-02-06,Social Media,Central,Product_D,24803,915,1797,7620
563,2023-05-05,Partners,South,Product_D,59059,2634,4589,10463
564,2023-04-07,Billboard,South,Product_D,52003,5481,3697,9192
565,2023-02-13,Partners,Central,Product_A,34202,2646,2033,3569
566,2024-11-13,Google Ads,North,Product_B,83956,5942,3780,13846
567,2024-02-10,Google Ads,North,Product_A,77162,9235,16074,44360
568,2023-04-02,Google Ads,South,Product_D,12980,1376,1943,8812
569,2023-03-03,Social Media,East,Product_B,92924,7906,5085,12308
570,2024-07-25,Partners,East,Product_D,97100,3594,4725,8837
571,2023-02-10,TV,West,Product_C,72137,7760,5460,9756
572,2024-04-24,Email,Central,Product_B,10027,845,354,1287
573,2024-04-09,Social Media,Central,Product_D,97161,3495,1690,7174
574,2023-09-02,Email,North,Product_D,25886,2158,967,2972
575,2023-11-27,TV,East,Product_A,13616,1133,574,1602
576,2023-02-02,Google Ads,North,Product_D,26115,622,1225,4815
577,2024-06-22,Billboard,Central,Product_C,7433,455,467,985
578,2023-08-02,Partners,West,Product_A,62349,7615,3312,12109
579,2024-03-01,Email,North,Product_C,70339,1103,212,606
580,2024-06-15,Social Media,North,Product_B,70685,4520,3605,11803
581,2023-07-03,Billboard,Central,Product_D,98793,2447,2609,6093
582,2024-11-12,TV,North,Product_B,24644,2143,2587,8298
583,2024-09-06,TV,East,Product_C,73100,10877,10000,28143
584,2024-03-16,Partners,East,Product_B,74812,6462,5654,18644
585,2024-01-04,TV,West,Product_D,1025,114,224,676
586,2023-11-06,Social Media,East,Product_B,29157,3784,1850,7325
587,2023-10-10,Billboard,Central,Product_B,13358,204,148,251
588,2024-08-19,Google Ads,South,Product_C,40361,922,1437,6219
589,2023-11-29,TV,South,Product_D,91386,9906,16951,31982
590,2023-02-08,Partners,Central,Product_D,11286,1345,2206,6327
591,2024-03-20,TV,North,Product_B,98999,10037,13687,24404
592,2024-01-27,Social Media,East,Product_A,42853,3667,2637,6050
593,2023-02-21,Partners,West,Product_D,99676,9301,9827,17649
594,2024-02-08,Google Ads,South,Product_C,11819,905,2161,5319
595,2024-02-13,Billboard,West,Product_B,18677,1444,776,2013
596,2024-07-28,Billboard,Central,Product_B,32760,656,808,2339
597,2023-04-02,Social Media,West,Product_D,48876,2872,2950,6291
598,2023-11-09,Google Ads,East,Product_D,82681,2514,1779,5170
599,2024-01-18,Google Ads,North,Product_A,97938,1727,4969,23162
600,2023-10-22,Social Media,East,Product_A,40992,2992,1468,3036
601,2023-07-28,Billboard,Central,Product_C,72932,5661,6656,13807
602,2023-01-19,TV,Central,Product_A,34483,1167,997,3707
603,2023-02-24,TV,North,Product_A,51940,5321,7772,26929
604,2023-04-21,Social Media,East,Product_D,31299,4606,6288,25577
605,2024-05-11,Billboard,Central,Product_A,25434,962,1404,4593
606,2023-02-10,Google Ads,Central,Product_C,44721,3514,8386,14397
607,2023-12-30,Partners,East,Product_B,66700,3243,1416,2830
608,2023-01-31,Billboard,East,Product_B,20884,1208,931,1952
609,2024-06-17,Partners,Central,Product_B,55700,2431,1370,6701
610,2023-12-04,TV,Central,Product_B,28100,2847,3785,9980
611,2023-05-22,Email,Central,Product_B,57369,8570,6302,14790
612,2023-06-11,Email,North,Product_A,25134,1368,927,3565
613,2024-02-28,TV,East,Product_D,98728,13893,25432,84253
614,2023-07-12,Social Media,South,Product_B,4433,517,802,1807
615,2023-08-25,Billboard,South,Product_B,91095,1243,491,1321
616,2024-09-11,TV,East,Product_B,51785,4080,2529,3607
617,2023-01-16,Email,West,Product_B,98303,10222,2777,4503
618,2024-03-25,Billboard,West,Product_C,60971,8186,6655,24379
619,2024-01-25,Partners,East,Product_D,81151,11481,13211,40707
620,2024-12-22,Social Media,Central,Product_A,60193,4452,9037,28293
621,2024-07-04,TV,North,Product_D,68649,8040,15598,29683
622,2023-11-08,Email,West,Product_B,56372,2887,2024,8108
623,2024-04-19,Partners,West,Product_A,95718,7666,4612,16902
624,2024-07-13,Google Ads,West,Product_D,43396,3173,3265,10955
625,2023-07-26,TV,North,Product_C,43477,4645,8600,33958
626,2023-05-07,Social Media,North,Product_D,84109,5114,7123,20584
627,2024-06-07,Billboard,South,Product_D,73134,4628,5655,22219
628,2024-11-06,Google Ads,South,Product_B,24444,2876,2079,5371
629,2024-04-01,Email,South,Product_A,18245,2635,400,965
630,2024-05-24,TV,Central,Product_A,80689,10778,8413,24640
631,2024-02-24,TV,North,Product_A,33075,4415,3730,13657
632,2023-08-01,Social Media,South,Product_B,8217,833,429,1715
633,2024-09-09,Email,East,Product_A,7426,187,139,230
634,2024-11-07,Partners,Central,Product_B,60682,6972,5955,10991
635,2023-11-27,Email,West,Product_A,57010,7300,1379,2854
636,2023-10-09,Email,Central,Product_D,69766,2747,756,1297
637,2024-10-06,Billboard,North,Product_D,95905,10205,14497,50149
638,2024-09-15,Email,East,Product_C,18001,1728,773,2565
639,2023-07-04,Billboard,South,Product_C,26369,269,88,207
640,2023-08-01,Billboard,West,Product_D,6962,394,383,837
641,2023-07-26,Partners,East,Product_C,9891,525,556,903
642,2024-12-03,Email,East,Product_D,95948,8601,6244,18250
643,2023-12-13,Partners,West,Product_D,5660,568,581,2201
644,2024-07-03,Email,West,Product_D,98332,1754,811,2614
645,2024-07-22,Billboard,North,Product_B,76680,8125,10232,34720
646,2023-06-02,Email,North,Product_C,50183,4903,3213,8782
647,2024-09-01,Social Media,East,Product_C,94040,1356,1620,3743
648,2024-04-07,Email,South,Product_C,23939,615,381,1637
649,2024-03-30,Billboard,North,Product_D,66543,2100,1487,4931
650,2023-11-14,Email,South,Product_A,68652,7190,1651,5333
651,2024-12-31,Billboard,North,Product_A,41760,5868,6598,14819
652,2024-04-23,Social Media,North,Product_C,3946,358,362,1205
653,2023-07-17,Email,East,Product_C,58817,6114,1917,2790
654,2024-09-29,Billboard,Central,Product_A,28076,2413,2314,6379
655,2023-10-18,Billboard,South,Product_B,10337,553,757,1576
656,2023-01-30,TV,North,Product_A,51279,899,973,2004
657,2024-08-29,Partners,West,Product_C,41952,2371,1487,5987
658,2023-03-22,TV,Central,Product_B,13178,1631,3052,7933
659,2024-12-01,Partners,West,Product_D,31368,4474,2466,7882
660,2024-01-08,TV,South,Product_C,43567,3200,1434,3511
661,2024-04-17,Google Ads,East,Product_C,80225,7256,13199,37451
662,2023-04-20,Email,Central,Product_A,40599,3434,1340,3641
663,2024-07-15,Google Ads,West,Product_D,9658,557,1422,4956
664,2024-03-21,Billboard,East,Product_B,23686,2434,957,3825
665,2024-05-13,Social Media,Central,Product_D,43647,3828,7386,18252
666,2023-03-13,Billboard,North,Product_D,43914,3478,3798,7803
667,2024-08-17,Partners,North,Product_B,87623,2706,2959,7665
668,2023-07-20,Google Ads,East,Product_C,75747,9181,20482,98127
669,2023-12-19,Social Media,Central,Product_A,81149,12018,14151,22560
670,2024-01-14,Billboard,North,Product_A,93190,8238,12146,18733
671,2023-02-01,Google Ads,West,Product_D,82948,4523,6869,17312
672,2024-11-09,Google Ads,West,Product_B,25671,2252,5909,13481
673,2023-10-23,Partners,South,Product_B,2520,50,18,58
674,2024-03-23,Google Ads,North,Product_B,85180,10462,27874,116282
675,2024-03-11,Billboard,South,Product_D,67770,4701,6036,12414
676,2024-03-10,Billboard,North,Product_D,96802,4176,3767,9783
677,2024-01-11,Social Media,North,Product_D,93390,5752,8596,25105
678,2024-06-23,Email,West,Product_A,69597,9366,1901,5835
679,2024-11-15,Social Media,Central,Product_C,81352,1414,1510,5106
680,2024-06-08,TV,Central,Product_C,56183,3337,6555,11735
681,2024-12-12,Billboard,East,Product_C,9050,887,881,2825
682,2023-10-26,Partners,Central,Product_A,38593,3005,1585,3138
683,2023-09-16,Google Ads,Central,Product_C,37073,4823,3058,4377
684,2024-08-28,Partners,South,Product_D,49466,6089,4358,14043
685,2024-06-24,Social Media,East,Product_A,20014,1868,3603,14913
686,2024-02-27,TV,South,Product_D,96158,9544,7037,21292
687,2024-10-19,Email,North,Product_A,22967,1721,749,2557
688,2024-06-29,Google Ads,West,Product_D,63205,2955,5534,12501
689,2024-04-04,TV,East,Product_A,13761,1905,2704,10089
690,2024-10-29,Email,East,Product_C,36007,4404,1335,3859
691,2024-11-22,Partners,South,Product_B,69151,3957,5208,10444
692,2024-11-19,Social Media,North,Product_A,54903,1299,827,1798
693,2023-10-18,Email,South,Product_A,4106,397,73,269
694,2023-08-11,Billboard,North,Product_A,12322,1600,729,2839
695,2024-08-02,Google Ads,North,Product_B,34205,1752,3828,6285
696,2023-10-11,TV,East,Product_C,22229,2651,2236,3455
697,2023-03-03,Email,East,Product_B,58747,1158,854,1599
698,2024-10-22,TV,North,Product_B,71861,8452,6334,24562
699,2023-09-23,Social Media,North,Product_A,10229,920,828,2680
700,2023-06-02,Partners,North,Product_A,88111,5697,3203,6960
701,2023-01-04,Billboard,West,Product_D,58154,3870,4540,11894
702,2023-08-20,Social Media,West,Product_D,16886,1509,3218,8556
703,2024-02-15,Social Media,North,Product_C,71074,9201,9772,40710
704,2023-10-24,Partners,South,Product_B,73676,1142,1013,2238
705,2023-04-20,Partners,East,Product_D,12123,1623,1563,2225
706,2023-01-26,Partners,Central,Product_B,65124,4195,6124,19032
707,2024-04-05,Social Media,North,Product_C,8347,478,835,1735
708,2024-10-31,Partners,Central,Product_D,89877,11848,13046,36731
709,2023-03-15,Social Media,South,Product_D,86699,1098,2287,5890
710,2024-10-26,Google Ads,North,Product_B,83924,1426,1907,6469
711,2023-06-24,Billboard,North,Product_A,15965,1270,1598,3877
712,2024-03-12,Email,West,Product_C,16833,2468,1223,2709
713,2023-08-07,Social Media,Central,Product_B,44975,847,798,2168
714,2024-01-14,Billboard,South,Product_D,32934,4597,1603,3389
715,2024-09-19,TV,South,Product_A,64827,1380,567,2431
716,2024-08-30,Email,West,Product_D,91748,2547,600,1267
717,2023-09-02,Google Ads,Central,Product_A,79154,2786,5014,20916
718,2023-11-05,Email,West,Product_A,74100,3185,702,1502
719,2024-01-06,Billboard,Central,Product_B,61845,7288,7952,14221
720,2023-06-02,Partners,West,Product_D,24111,780,1280,1922
721,2023-08-03,TV,East,Product_C,81847,10044,16205,29821
722,2024-07-04,Google Ads,South,Product_A,64577,5300,4081,8239
723,2024-08-16,Email,West,Product_B,98922,10363,3579,11051
724,2023-04-11,Google Ads,West,Product_B,50221,6769,5255,11406
725,2024-03-22,Google Ads,South,Product_D,24338,1563,1449,5159
726,2023-10-04,Google Ads,East,Product_B,5206,556,413,920
727,2024-04-14,TV,South,Product_C,29816,3998,5460,20537
728,2024-09-18,Google Ads,Central,Product_B,12334,834,1544,4683
729,2024-04-29,TV,East,Product_A,96684,6761,12143,24722
730,2023-08-16,Billboard,South,Product_A,55758,8209,2857,8879
731,2023-02-04,TV,Central,Product_D,63818,7872,11923,20746
732,2023-03-27,Billboard,North,Product_D,29574,845,553,1301
733,2024-05-06,Partners,East,Product_B,93183,6923,7951,30253
734,2024-04-19,Google Ads,West,Product_B,49551,4843,11087,17941
735,2024-01-30,Partners,East,Product_A,39874,2776,2020,8006
736,2023-08-01,Partners,North,Product_C,97437,13691,14658,50818
737,2023-02-22,Social Media,West,Product_C,61994,5993,6640,13323
738,2023-03-10,Billboard,South,Product_B,44899,1949,850,2895
739,2024-08-17,Partners,South,Product_B,43003,2553,1849,5126
740,2023-03-06,Email,East,Product_D,64730,5191,3362,9166
741,2024-06-29,Email,West,Product_C,89251,12704,8070,22985
742,2024-04-13,Social Media,North,Product_D,24437,1230,2671,4099
743,2024-12-14,Google Ads,West,Product_B,27772,2302,4846,13869
744,2024-07-08,Google Ads,West,Product_C,56067,4044,8683,14277
745,2023-08-26,Billboard,East,Product_D,76851,4456,4791,11716
746,2024-12-14,Billboard,Central,Product_D,61031,3208,1470,4100
747,2023-09-24,Google Ads,West,Product_C,38767,4565,3257,7555
748,2023-06-20,Billboard,South,Product_C,24891,3640,4758,16913
749,2023-06-07,Google Ads,South,Product_A,6393,953,1885,4521
750,2023-07-30,Billboard,North,Product_C,46068,1414,1185,4761
751,2023-05-05,Social Media,West,Product_D,20055,2861,6065,14697
752,2024-07-13,Billboard,East,Product_C,63116,8548,12510,54906
753,2024-11-13,Google Ads,Central,Product_D,45392,4833,11386,33463
754,2024-07-18,Social Media,East,Product_A,53642,5173,4379,9389
755,2024-09-14,Partners,South,Product_B,37428,1399,653,2617
756,2023-03-31,Billboard,West,Product_B,65286,3557,3649,17530
757,2024-01-05,TV,South,Product_D,49448,3167,1328,2775
758,2024-04-01,Billboard,North,Product_B,96401,12945,15402,37756
759,2023-06-17,Partners,West,Product_D,19293,2449,2907,4766
760,2024-06-21,Email,North,Product_D,12593,137,73,128
761,2024-04-18,Partners,Central,Product_B,27117,977,864,1807
762,2023-11-06,Billboard,East,Product_D,74306,8439,4805,13242
763,2023-11-04,Partners,West,Product_A,86696,8949,6736,16328
764,2024-10-22,Google Ads,North,Product_A,37335,2950,8642,23753
765,2024-05-07,Billboard,West,Product_C,83312,8833,12976,42508
766,2024-08-12,Social Media,East,Product_B,77238,1405,1440,4158
767,2023-06-17,Social Media,East,Product_C,55986,5546,12030,17071
768,2024-10-16,Social Media,Central,Product_B,83317,2970,1841,6388
769,2023-11-20,Partners,East,Product_C,90842,9785,8390,21676
770,2023-05-28,Social Media,South,Product_C,49891,5938,7075,21462
771,2023-08-12,Google Ads,Central,Product_B,25696,3117,6049,24797
772,2024-06-28,Partners,Central,Product_A,55702,4148,1895,8429
773,2024-05-06,Email,East,Product_C,19220,2390,1634,5666
774,2023-12-17,Google Ads,East,Product_A,98577,12227,13861,39649
775,2023-08-21,Email,South,Product_B,18067,2662,1077,2814
776,2023-01-20,TV,West,Product_A,26736,670,1118,2289
777,2023-05-02,Email,North,Product_A,40537,4194,2527,10934
778,2023-07-30,Billboard,South,Product_B,88896,5263,2152,9840
779,2024-08-16,Email,East,Product_B,66619,7948,4115,8422
780,2024-08-15,Social Media,Central,Product_B,94822,3491,3342,12825
781,2023-04-12,Google Ads,Central,Product_D,49033,5282,5516,13424
782,2023-12-30,TV,West,Product_B,68403,2863,1662,5097
783,2023-04-23,Billboard,South,Product_D,48349,5253,5087,7306
784,2023-04-29,TV,East,Product_D,79694,9010,13508,40661
785,2024-02-22,Email,West,Product_B,10123,1369,864,3060
786,2023-01-14,Partners,West,Product_A,52952,3776,4802,6463
787,2024-02-15,Partners,Central,Product_A,98180,13700,23550,50293
788,2023-12-13,Google Ads,Central,Product_D,17090,728,1178,3751
789,2024-08-18,Billboard,East,Product_D,47674,3652,3738,9299
790,2023-10-13,Google Ads,West,Product_A,17015,767,1375,3296
791,2023-04-12,Partners,North,Product_A,66291,6956,11901,32379
792,2023-06-06,Email,Central,Product_A,11029,1131,522,1396
793,2023-10-28,Partners,West,Product_D,67164,3132,2602,9760
794,2023-02-02,TV,North,Product_D,59997,3242,3248,6192
795,2024-07-24,Partners,East,Product_B,65419,4598,3620,10369
796,2024-08-05,Partners,West,Product_D,63378,5622,3197,4496
797,2024-08-28,TV,Central,Product_C,38281,2100,934,1810
798,2023-12-24,Partners,Central,Product_A,82940,4791,2329,5032
799,2023-12-26,Social Media,South,Product_B,31752,3198,4849,13536
800,2023-11-09,Social Media,East,Product_B,3583,305,157,470
801,2024-06-11,TV,East,Product_A,92220,6986,3042,7264
802,2023-11-27,Billboard,North,Product_D,14114,1506,823,2678
803,2024-11-14,Email,South,Product_C,48622,7085,1920,7617
804,2023-03-19,Billboard,South,Product_C,35754,595,889,1860
805,2023-04-05,Partners,Central,Product_A,78576,4491,1994,6881
806,2023-08-03,Email,North,Product_C,67144,8230,3372,7880
807,2024-02-16,Email,Central,Product_D,89022,10405,2688,4664
808,2023-07-11,Billboard,West,Product_B,87613,12677,15093,50834
809,2024-06-29,Billboard,West,Product_A,69454,2645,2261,5452
810,2023-11-04,TV,West,Product_C,9444,932,1634,3088
811,2023-06-14,Email,Central,Product_B,54197,2351,564,1042
812,2023-11-14,TV,West,Product_D,56314,5663,2600,3859
813,2023-09-22,Email,Central,Product_B,85448,11052,8048,15553
814,2023-03-27,Email,Central,Product_C,9333,1270,500,1318
815,2023-04-03,TV,South,Product_B,15671,1409,1691,3346
816,2024-08-17,Billboard,East,Product_D,12829,555,247,779
817,2024-08-21,Partners,West,Product_B,56426,2286,1141,2008
818,2024-02-23,Email,Central,Product_A,65272,5527,3149,5766
819,2024-05-01,Partners,South,Product_C,19993,1215,1642,4158
820,2024-09-12,Social Media,North,Product_B,34158,2984,3003,10737
821,2024-12-02,Social Media,Central,Product_B,58986,3797,7926,25318
822,2023-09-19,Email,North,Product_B,39983,1577,1078,4407
823,2024-10-21,TV,North,Product_C,11498,1440,2742,6958
824,2023-12-07,Partners,West,Product_A,22016,2373,2512,6343
825,2024-07-14,Partners,East,Product_D,92122,1273,538,1800
826,2024-10-18,Google Ads,North,Product_D,27224,2666,3606,4887
827,2024-06-12,Partners,South,Product_D,42864,3138,4935,7276
828,2024-08-30,Email,East,Product_B,12062,820,212,991
829,2024-08-07,Google Ads,North,Product_A,74207,7464,15703,75983
830,2023-07-23,Email,South,Product_A,53564,5170,2637,6296
831,2023-06-24,Billboard,North,Product_A,95186,7959,9773,44671
832,2024-05-21,Social Media,South,Product_B,25975,3700,7082,17603
833,2024-01-27,Google Ads,West,Product_B,79654,3200,8249,22260
834,2023-07-04,TV,South,Product_A,39036,5724,4446,9917
835,2024-08-19,Partners,West,Product_A,2352,177,277,1023
836,2023-08-06,Partners,West,Product_D,97482,9125,4127,8729
837,2023-08-29,TV,East,Product_A,1702,77,107,226
838,2024-01-15,Google Ads,Central,Product_A,77085,2706,2726,6729
839,2024-04-24,Google Ads,North,Product_C,94094,7928,7454,9704
840,2023-05-11,TV,East,Product_C,57372,2846,5131,18000
841,2023-09-28,Billboard,East,Product_D,22624,1225,1829,4930
842,2024-11-04,Partners,West,Product_A,25762,793,532,724
843,2024-12-23,TV,West,Product_A,65868,1034,1003,3253
844,2024-05-19,Social Media,South,Product_A,46823,1081,2175,3399
845,2024-06-04,Email,Central,Product_B,77486,11601,1768,4883
846,2023-03-20,Google Ads,West,Product_A,44077,600,1341,4020
847,2024-08-27,Social Media,East,Product_B,4784,102,198,606
848,2023-10-03,Billboard,North,Product_C,6747,687,990,2607
849,2024-08-05,Google Ads,South,Product_A,85363,4235,10653,36801
850,2024-09-08,TV,North,Product_D,34444,1202,2336,6449
851,2023-08-02,Google Ads,West,Product_D,38347,3857,11149,18478
852,2024-03-18,Partners,East,Product_B,48060,4958,7510,20759
853,2024-02-02,TV,East,Product_D,12825,1486,2522,7350
854,2024-03-12,Social Media,North,Product_C,61755,6465,10445,43166
855,2024-06-23,Partners,Central,Product_A,39103,2954,1361,4197
856,2023-05-11,Partners,East,Product_B,69562,4861,5570,20040
857,2024-06-09,Social Media,Central,Product_D,55135,1280,2098,5221
858,2023-09-18,Billboard,North,Product_A,15933,1811,1549,6472
859,2023-02-16,Social Media,West,Product_C,42149,3886,4931,16822
860,2023-09-29,Email,South,Product_B,25259,529,391,927
861,2024-03-20,Billboard,North,Product_A,52764,1389,702,2107
862,2024-11-04,Partners,Central,Product_D,40688,3930,6734,17860
863,2024-12-07,Partners,West,Product_C,12486,343,126,159
864,2023-07-12,Social Media,South,Product_D,86016,2608,2308,10109
865,2024-07-05,Google Ads,North,Product_C,61742,1898,3060,6804
866,2024-12-20,TV,West,Product_D,3572,465,621,1295
867,2024-02-06,Social Media,East,Product_A,14456,1420,2461,11750
868,2024-08-15,Billboard,Central,Product_C,5851,457,403,1280
869,2024-11-25,TV,South,Product_A,70246,889,1175,2915
